Date,Author ID,Content,URL
2024-12-11 21:58:44+00:00,1352275457287335936,Finally figured out why the $UNH UnitedHealth CEO’s alleged assass*n was hanging out at Micky D’s.  He was looking for his next target. https://t.co/gJOKWILCEr,https://twitter.com/i/web/status/1866965870700106007
2024-12-11 21:56:54+00:00,1849946389352001536,Latest updates on Trending Tickers. $UBER $CADL $UNH $COST $TSLA https://t.co/dHsTnYjfCc,https://twitter.com/i/web/status/1866965407795646555
2024-12-11 21:56:05+00:00,2226203909,"Bulls getting wild 🚀💸, just got word from a 911 call that a 50 year old whale got 'wounded outside the New York Hilton Midtown after going all in on $DUCK and $SOL 🤑😂 $UNH",https://twitter.com/i/web/status/1866965203331715218
2024-12-11 21:54:59+00:00,20449296,"After CEO Shooting, a Reckoning Comes for Healthcare https://t.co/8MbIjKBWlO",https://twitter.com/i/web/status/1866964926671065235
2024-12-11 21:53:52+00:00,1821004557507514368,"green on the day (green on $APP, red on $UNH, flat on $META), and overall proud of my executions. ready to reflect and strike again on Friday. hope everyone has an awesome trading day tomorrow - best of luck!",https://twitter.com/i/web/status/1866964644708905186
2024-12-11 21:53:11+00:00,703874952923992064,Via the NGO grift they get significantly more money from the existence of crazy black guys who menace people on the subway in New York alone than the entire profit of UNH. https://t.co/af9PxzoXHh,https://twitter.com/i/web/status/1866964472360771867
2024-12-11 21:52:40+00:00,1821004557507514368,"i was pretty frustrated about the trading day earlier, but that was clearly clouded by my PnL (which i should NOT have been checking until the trading day ended!). i was annoyed i gave up some of my $APP gains on $UNH + $META, even though i traded both names responsibly.",https://twitter.com/i/web/status/1866964342505345417
2024-12-11 21:51:39+00:00,1821004557507514368,"$UNH (left) and $META (right) were more mixed - dealt w/ slippage on my stops in $UNH to a frustrating degree (all 3 were longs looking for $538.5 break). happy w/ the process on both $META trades - 1 long and 1 short, added to both, and set stops appropriately. https://t.co/KgBamwFnH7",https://twitter.com/i/web/status/1866964086468251789
2024-12-11 21:51:00+00:00,4009957635,@MomAngtrades how many doctors and nurses does UNH employ again? do they own an x-ray machine? you all pay for pencil pushers...most Californians don't but you all don't want to know how we do it out here.,https://twitter.com/i/web/status/1866963923364151433
2024-12-11 21:50:24+00:00,818347065172365315,"RT @holdingtrades: Hoy publiqué gráficas de $ASUR, $CUERVO, $GCARSO, $GRUMA, $BIMBO, $LACOME, $FUNO, $WALMEX, $ALSEA, $ELEKTR, $IPC, $ULTA,…",https://twitter.com/i/web/status/1866963773375816099
2024-12-11 21:48:34+00:00,1721551308329467904,"@_PA_KAG_girl @DutchRojas @mass_marion @noahkaufmanmd @anish_koka Absolutely, I wonder if Nancy Pelosi purchased UNH stock in late March of 2010.",https://twitter.com/i/web/status/1866963311192899932
2024-12-11 21:47:28+00:00,1586674253503537152,"@JoshWalkos I’m more interested if the insider trading investigation ends… if so will he get a very short sentence, and fatter bank account upon release.

https://t.co/cJjNcPwvI7",https://twitter.com/i/web/status/1866963034503024892
2024-12-11 21:46:53+00:00,1198491211637542912,"RT @thexcapitalist: 5 undervalued stocks reduced to one sentence:

1. $UNH: Integrated oligopoly in healthcare trading at 20 times forward…",https://twitter.com/i/web/status/1866962887346098255
2024-12-11 21:46:18+00:00,1668937425069002752,@realangefreddy Il a mis encore unh😂😂😂,https://twitter.com/i/web/status/1866962739702239649
2024-12-11 21:45:36+00:00,1395849925028573184,RT @theoptionoracle: They can find the shooter who killed the UNH CEO in days....are you telling me our Dept. of Defense can't identify tho…,https://twitter.com/i/web/status/1866962563860422684
2024-12-11 21:43:42+00:00,1839798591608762368,".
⎐ٺًمشـؾ⎐
⊵N17⊴

⎐ٺون⎐
⊵BA77⊴

⎐بلومنجوير⎐
⊵C32⊴

⎐بوما⎐
⊵A79⊴

UnH",https://twitter.com/i/web/status/1866962087504908418
2024-12-11 21:41:42+00:00,145712158,"He’s rolling ✅📈

#StockMarket #Investing
$NVDA $META $TSLA $AAPL $NFLX $AMZN $MSFT $PLTR $LULU $PYPL
$SPY $ES_F #SPX
$QQQ $NQ_F #Nasdaq
  
$AMD $MSTR $COIN $SHOP $ACHR $UNH $LUNR $RKLB $HOOD $MARA $SMCI $SERV $SYM $RBLX $LNTH $IWM https://t.co/N801Txqh3r",https://twitter.com/i/web/status/1866961581311135890
2024-12-11 21:41:06+00:00,1192257626,"@PK_Fund $UNH  hammered today. Pend new legislation  chopped the whole position.   While $SMCI clings to the hope of staying on the Nasdaq 100, Friday’s decision will likely hinge on its market value relative to stronger contenders like $PLTR, $MSTR .The clock is ticking for SMCI 👀",https://twitter.com/i/web/status/1866961433508057575
2024-12-11 21:40:34+00:00,15248550,Oh Deloitte another big government federal vehicle contractor like UNH but the real big difference is that Deloitte doesn't sell health insurance policies like UNH does and is the strategic fox in the henhouse to make sure the UNH best profit interests are represented👎 https://t.co/LkOv4zmzb7,https://twitter.com/i/web/status/1866961296811307423
2024-12-11 21:40:32+00:00,1623696677742731266,"@wokbonds @LeagueTruth The CEO of UHG, CEO of UHC, and chairman of the UNH board are not billionaires.",https://twitter.com/i/web/status/1866961291417694224
2024-12-11 21:40:00+00:00,1737750347119247360,"@HpmlOqCYkV21709 UNHさらにいきましたね🤔
私も次の追加購入のタイミングを見計らってます👀
きっと大丈夫🙆‍♂️",https://twitter.com/i/web/status/1866961153433407730
2024-12-11 21:39:51+00:00,1703805803952844800,"ナスダック、ビッグテックの驚異的な上昇で上初の20,000Ｐ。

AVGOの上昇て半導体関連株も急反発。

CPIを受け、来週の利下げ観測が高まった。ダウはUNHが売られ下落。

ADBEは決算を受けて時間外で急落↓

保有株はGoogleが2日連続大幅高😯
CMG VISA等堅調。

日経平均先物も640円高😺寄り天禁止な https://t.co/kHiryFU9OI",https://twitter.com/i/web/status/1866961115323961454
2024-12-11 21:39:43+00:00,1540341637427216387,@0xHorseman @investafter40 Just like how he feels about $UNH currently,https://twitter.com/i/web/status/1866961085502279709
2024-12-11 21:39:13+00:00,9217122,"RT @RomesBlog: It seems $UNH is getting hit hard. They are down 11.23% in the last 5 days, losing an estimated $55 billion dollars. However…",https://twitter.com/i/web/status/1866960956213039362
2024-12-11 21:38:49+00:00,4077339504,"That's EXACTLY what happened.

Am I the next Amazing Kreskin or what? Go figure?!?!

Bury $UNH #BuryUNH Bury #UnitedHealth https://t.co/xmH5S6mbEB",https://twitter.com/i/web/status/1866960858267652281
2024-12-11 21:38:38+00:00,1839788081198571521,"⎐ٺون⎐
⊵BA77⊴

⎐ٺًمشـؾ⎐
⊵N17⊴

⎐ماماز▬اند▬باباز⎐
⊵B9⊴

⎐جاب⎐
⊵BB6⊴

uNH",https://twitter.com/i/web/status/1866960810154848694
2024-12-11 21:38:28+00:00,9224352,"RT @RomesBlog: It seems $UNH is getting hit hard. They are down 11.23% in the last 5 days, losing an estimated $55 billion dollars. However…",https://twitter.com/i/web/status/1866960768337580298
2024-12-11 21:38:26+00:00,787075468671324160,"$UNH Financials Final Score: 0.8
The financial statements indicate overall strong financial health, which is generally positive for the stock price of 'UnitedHealth' in the short term.",https://twitter.com/i/web/status/1866960762922795432
2024-12-11 21:38:23+00:00,787075468671324160,"$UNH News Final Sentiment Score: -0.8

Most news headlines are negative, reflecting legislative challenges and a high-profile crime involving the CEO, deemed unfavorable for UnitedHealth Group's stock price in the short term.",https://twitter.com/i/web/status/1866960747470922065
2024-12-11 21:38:07+00:00,2831547846,"Nuevo paquete de señales disponible por solo 1 €.

UNITEDHEALTH #UNH

Interesados enviad mensaje por privado

Si quieres entrar al grupo de forma GRATUITA dale a 🔃 o ❤️ https://t.co/KZsawIcodx",https://twitter.com/i/web/status/1866960680911507472
2024-12-11 21:38:05+00:00,1609658024045453314,"IBEX  -1,47
EX50 +0,16
DJI    +0,08
SP500  +1,12
Nasdaq +2,06
Russell  +0,78
Nikkei  -0,03
MSCI W/ACWI +0,82/+0,72
MSCI China/EM -0,50/-0,15
BRK +0,06

Oro Semis Growth...Las de siempre📈
Salud Farma Staples-Tabaco📉
$AVGO $MSTR $KKR $COIN $GOOGL $SE $CVNA 📈
$UNH $UBER $DG $CVS… https://t.co/i5jh0UnZiu https://t.co/1bcGb1w05P",https://twitter.com/i/web/status/1866960673776996601
2024-12-11 21:37:47+00:00,1488568538159796231,I know someone who works at UNH and just instagram storied the manifesto. Hmm,https://twitter.com/i/web/status/1866960595271991356
